Sep-Oct-Nov 1961,Sep-Oct-Nov 1962,Sep-Oct-Nov 1963,Sep-Oct-Nov 1964,Sep-Oct-Nov 1965,Sep-Oct-Nov 1966,Sep-Oct-Nov 1967,Sep-Oct-Nov 1968,Sep-Oct-Nov 1969,Sep-Oct-Nov 1970,Sep-Oct-Nov 1971,Sep-Oct-Nov 1972,Sep-Oct-Nov 1973,Sep-Oct-Nov 1974,Sep-Oct-Nov 1975,Sep-Oct-Nov 1976,Sep-Oct-Nov 1977,Sep-Oct-Nov 1978,Sep-Oct-Nov 1979,Sep-Oct-Nov 1980,Sep-Oct-Nov 1981,Sep-Oct-Nov 1982,Sep-Oct-Nov 1983,Sep-Oct-Nov 1984,Sep-Oct-Nov 1985,Sep-Oct-Nov 1986,Sep-Oct-Nov 1987,Sep-Oct-Nov 1988,Sep-Oct-Nov 1989,Sep-Oct-Nov 1990,Sep-Oct-Nov 1991,Sep-Oct-Nov 1992,Sep-Oct-Nov 1993,Sep-Oct-Nov 1994,Sep-Oct-Nov 1995,Sep-Oct-Nov 1996,Sep-Oct-Nov 1997,Sep-Oct-Nov 1998,Sep-Oct-Nov 1999,Sep-Oct-Nov 2000,Sep-Oct-Nov 2001,Sep-Oct-Nov 2002,Sep-Oct-Nov 2003,Sep-Oct-Nov 2004,Sep-Oct-Nov 2005,Sep-Oct-Nov 2006,Sep-Oct-Nov 2007,Sep-Oct-Nov 2008,Sep-Oct-Nov 2009,Sep-Oct-Nov 2010,Sep-Oct-Nov 2011,Sep-Oct-Nov 2012,Sep-Oct-Nov 2013,Sep-Oct-Nov 2014,Sep-Oct-Nov 2015,Sep-Oct-Nov 2016,Sep-Oct-Nov 2017,Sep-Oct-Nov 2018,Sep-Oct-Nov 2019
-0.549,0.132,0.218,-0.099,0.035,-0.164,0.134,0.358,0.153,-0.286,-0.592,-0.005,-0.363,-0.398,-0.588,0.318,-0.026,-0.1,-0.026,0.615,0.651,-0.373,0.178,-0.554,-0.159,-0.243,0.576,0.024,0.259,0.76,-0.107,0.094,0.418,0.501,0.511,0.139,0.949,0.557,0.464,0.3,-0.028,0.811,0.082,-0.169,0.325,0.447,0.25,0.382,0.47,-0.168,0.426,1.015,0.606,0.719,0.67,0.3,1.449,0.517,1.142
0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322
1.908,0.851,3.659,-2.754,-2.656,0.875,1.055,-2.379,0.235,2.419,-1.488,0.319,1.285,0.406,-0.856,-0.442,-2.912,-0.014,2.1,0.353,-1.201,-2.296,1.318,2.212,-1.032,-2.285,-1.113,2.755,1.731,-1.179,4.37,0.501,-0.307,1.425,-1.159,3.359,-1.123,-2.897,-1.996,-0.508,1.764,1.719,-1.361,3.348,4.774,-0.329,-0.275,4.235,2.671,-0.241,0.309,-0.913,6.738,2.043,-0.901,-0.411,0.561,-1.648,-0.044
2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058,2.058
1.282,0.123,-0.467,-1.586,-1.108,-0.486,-1.999,2.962,0.627,1.779,1.046,1.831,0.787,0.81,1.001,-0.349,-2.992,0.37,-1.412,-0.609,-3.156,0.95,-2.584,-1.245,-0.512,-1.342,-0.576,3.576,-0.751,1.023,-0.63,2.934,-0.149,-0.565,0.647,-0.967,-2.027,-2.611,-0.517,-0.557,-1.453,0.985,-0.516,0.996,1.65,-2.514,0.539,-0.102,0.451,1.323,1.41,0.438,0.729,0.348,2.672,0.75,3.143,3.053,0.466
1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344,1.344
-0.059,0.222,-1.7,0.123,-1.467,0.629,0.321,0.362,-1.524,-1.191,0.293,0.267,2.179,-0.109,0.519,0.766,-1.472,-0.307,0.361,3.14,-2.202,3.857,-3.331,1.628,-1.68,-0.83,-1.986,0.007,0.091,1.348,-0.405,-0.35,-0.32,-0.151,-0.378,1.71,2.544,0.313,-0.841,2.766,2.342,-0.63,-0.058,-0.401,-0.678,0.972,0.569,0.449,1.823,0.844,2.917,1.766,2.632,0.82,1.742,2.539,1.747,0.63,1.653
1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124
0.372,0.191,0.47,0.253,-0.181,-0.064,-0.101,0.306,0.108,-0.345,-0.17,-0.172,-0.239,-0.663,-0.162,-0.077,-0.353,0.211,-0.585,0.555,0.343,-0.17,0.538,-0.147,-0.019,-0.057,0.668,0.345,-0.231,0.252,0.451,,0.244,-0.119,0.191,0.067,0.533,0.769,0.617,0.223,,,0.854,0.348,1.098,0.588,0.365,0.346,0.299,0.778,0.394,0.975,0.923,0.533,0.938,0.738,0.835,0.691,1.229
0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,,,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312
-0.153,0.128,0.394,-0.047,-0.074,0.32,-0.146,0.216,0.266,-0.329,-0.284,-0.193,-0.008,-0.462,-0.597,-0.112,-0.114,-0.229,0.072,0.656,0.225,-0.238,0.369,-0.492,-0.739,0.077,0.862,0.159,-0.063,0.189,-0.079,,0.322,0.043,0.412,0.345,0.595,0.681,0.315,0.409,,,0.519,0.517,0.484,0.751,-0.166,0.044,0.63,0.2,0.683,0.557,0.921,0.864,1.496,1.255,0.764,0.354,0.859
0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,,,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
-0.409,0.118,0.139,-0.012,0.081,0.048,0.051,0.306,0.366,-0.142,-0.694,-0.072,-0.345,-0.055,-0.679,0.216,-0.006,-0.106,0.141,0.485,0.853,-0.332,0.276,-0.528,-0.022,-0.219,0.631,-0.104,0.144,0.706,-0.146,0.289,0.38,0.5,0.559,0.245,0.922,0.393,0.545,0.367,,,0.106,-0.155,0.266,0.273,0.292,0.502,0.353,0.177,0.574,1.017,0.72,0.889,0.69,0.264,1.349,0.54,1.169
0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,,,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284
-0.536,0.527,-1.026,-0.166,-0.766,-0.99,-0.022,0.104,0.996,1.565,1.63,0.537,-0.608,-1.158,0.256,-0.266,1.48,0.983,-1.197,0.116,-0.71,1.042,-0.858,0.479,0.317,0.174,-0.65,-0.321,-0.818,-0.719,0.816,-0.195,-0.319,1.258,0.451,0.199,0.683,-0.861,1.451,-0.815,-0.201,0.402,0.893,1.216,-0.905,0.373,1.186,0.032,-0.763,0.249,1.322,1.471,-0.524,1.552,0.216,0.486,1.083,2.137,0.38
0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867
0.881,-0.047,-0.48,-0.665,0.579,-0.425,0.626,-0.217,-0.576,-0.072,0.227,-1.066,0.258,0.228,0.081,-0.212,1.33,0.614,0.319,0.254,0.255,0.006,1.053,1.259,0.111,0.593,0.808,-0.394,0.545,1.532,-0.747,0.181,0.682,0.138,0.195,0.79,0.136,1.589,0.544,0.546,0.877,1.474,1.69,0.509,-0.357,1.55,1.308,0.826,0.77,0.175,0.079,0.915,1.251,2.48,-1.123,0.44,0.486,0.299,0.516
0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618
0.432,1.564,-1.803,-0.674,0.394,0.519,0.221,1.842,0.276,-0.728,0.999,-0.64,-0.831,-0.315,-0.927,0.014,0.038,0.106,-1.028,-0.66,-0.083,-0.541,0.581,-0.526,1.14,-0.139,0.955,1.382,0.818,0.928,-0.154,-1.097,-0.164,0.315,0.943,0.854,0.012,0.311,-0.207,-1.114,-0.359,0.197,0.689,-0.326,0.864,-0.039,-0.607,1.885,0.678,-0.133,1.292,1.184,0.609,0.105,-0.13,0.343,0.269,0.629,1.749
0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.976,0.669,0.831,0.814,0.523,-1.527,1.166,0.272,1.532,1.7,2.376,0.316,0.785,1.078,1.249,2.988,1.598,-0.644,3.398,0.414,1.752,0.884,1.86,3.191,0.304,3.513,2.562,0.384
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.316,-0.052,1.542,-0.681,0.337,1.928,2.164,1.07,-0.429,-0.033,2.666,2.755,1.506,0.55,2.014,2.445,1.176,2.471,1.925,0.143,3.227,-0.217,0.075,1.257,-0.131,0.426,2.504,3.257
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.751,-3.944,0.194,0.655,0.253,0.405,3.008,-0.631,-0.039,-0.448,1.645,0.195,0.607,0.608,-0.444,-0.106,1.042,1.384,2.749,-4.511,2.798,1.951,-0.53,0.352,-1.176,1.002,1.09,0.569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.361,0.407,0.26,0.223,,-0.11,-0.24,0.4,0.418,-0.476,-0.541,0.197,-0.121,-0.681,-0.777,,,,,0.633,-0.207,0.506,0.368,-0.47,0.041,-0.524,0.844,0.174,0.178,0.67,0.311,,-0.598,0.52,1.238,0.89,0.663,0.971,0.118,0.586,,0.882,1.125,0.382,0.831,0.903,0.456,0.558,2.006,-0.21,0.293,1.079,1.023,1.032,2.891,0.917,2.024,1.416,1.458
0.436,0.436,0.436,0.436,,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,,,,,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436
0.139,0.143,0.455,-0.27,0.17,-0.438,-0.154,0.29,-0.518,-0.317,-0.778,0.105,-0.498,-0.107,-0.991,,0.26,,0.716,1.075,0.169,0.058,0.13,-0.299,-0.267,-0.175,0.142,-0.336,0.07,0.211,0.8,,0.304,0.202,-0.061,-0.024,0.745,0.383,-0.75,0.688,,0.584,0.398,0.305,-0.13,0.78,0.27,-1.34,1.908,0.303,0.029,0.128,0.971,1.015,1.042,0.574,0.696,-0.062,1.33
0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,,0.572,,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572
-1.043,0.33,-0.166,-0.257,0.306,-0.727,-0.198,0.576,-0.071,-0.639,-0.256,0.295,-0.969,-0.349,-0.376,0.533,,0.869,,0.591,1.203,0.298,0.974,-0.452,-0.321,0.451,0.963,0.252,0.196,0.608,0.219,,,0.612,1.13,-0.08,1.156,0.593,0.091,-0.301,,0.949,0.748,-0.453,-0.419,1.409,0.796,-0.079,1.818,-0.698,1.017,0.539,0.02,0.335,1.095,0.841,0.836,0.674,1.616
0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,,0.508,,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,,,0.508,0.508,0.508,0.508,0.508,0.508,0.508,,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508
0.938,0.021,0.059,0.641,0.965,-0.33,-0.171,-0.553,-1.43,-0.546,0.495,0.905,0.376,-0.437,1.023,-0.411,-0.478,-1.06,0.449,1.558,1.628,0.031,1.854,-1.054,-0.287,0.681,0.481,1.355,0.586,0.153,0.73,0.037,0.293,0.258,1.282,0.716,1.341,1.51,1.491,1.863,1.198,1.257,1.385,0.011,1.324,1.425,1.346,1.541,1.409,0.461,0.422,1.31,2.781,1.43,0.591,0.34,1.474,0.859,1.252
0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745
1.22,-0.309,0.292,-1.348,0.885,-1.17,1.556,-0.127,0.824,0.584,0.433,0.464,0.449,-0.645,-1.203,-1.072,0.894,-0.485,0.275,0.534,0.184,-0.459,0.824,0.095,-0.228,-0.653,0.785,2.238,0.563,0.641,1.544,-0.411,-0.388,0.666,0.137,0.741,0.779,0.863,0.91,0.058,-0.748,1.052,-0.26,1.784,1.352,1.53,1.467,1.751,0.605,-0.068,0.698,1.035,1.656,2.068,2.98,-0.157,1.668,1.955,2.119
0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763
0.238,0.824,0.024,-0.386,0.173,-0.082,0.44,-0.027,0.178,-0.267,-1.069,0.534,-0.115,-1.135,0.144,-0.657,0.633,-0.281,1.305,1.303,-0.573,1.389,0.193,0.393,0.369,-0.009,0.531,-0.092,-0.102,1.652,0.296,-1.024,0.663,0.428,0.575,0.099,0.965,0.245,-1.191,0.543,-0.287,1.679,0.886,0.532,0.965,1.647,0.979,0.202,2.181,-0.32,0.617,1.511,0.811,1.983,2.118,0.779,1.03,0.929,1.202
0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721,0.721
2.782,-0.618,0.973,0.153,-0.427,0.619,0.519,-0.391,0.725,0.29,-1.658,-2.819,0.98,-0.001,2.564,-1.325,-1.543,-0.578,0.115,0.381,0.774,2.702,0.624,-0.765,1.11,-0.204,2.863,0.105,0.36,-1.304,1.738,0.829,-0.302,1.459,-1.109,-2.8,1.054,-0.189,2.723,0.647,-1.84,-0.737,0.316,0.487,1.368,2.692,-1.2,-0.645,2.051,-0.846,2.865,1.191,0.307,0.984,0.462,3.079,-0.857,2.364,1.269
1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287,1.287
1.567,0.254,-0.196,-1.212,-0.481,3.393,2.183,1.072,1.151,-0.45,-0.151,-1.982,-1.333,-3.956,-0.509,1.293,1.516,0.107,-0.092,-0.571,0.584,0.736,0.566,1.252,0.147,0.835,1.289,1.489,1.039,1.403,-0.823,-1.106,0.541,-0.789,2.594,0.688,-0.926,0.825,1.073,2.454,3.86,0.26,-2.087,2.258,1.565,3.065,-0.221,1.287,0.258,-0.941,0.328,0.811,2.007,2.912,0.474,-0.101,1.943,2.815,2.758
1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396,1.396
-0.009,-1.083,3.401,1.447,-1.581,-1.71,0.29,0.618,1.261,2.028,-0.51,0.037,-1.094,0.097,-1.093,0.976,0.703,-1.441,-0.304,-1.501,0.027,1.348,-1.531,1.166,-2.659,0.825,0.581,-2.568,-1.164,0.435,-0.116,1.36,-2.501,3.217,-1.254,1.621,0.685,-2.076,-1.321,2.564,-0.847,3.014,2.223,0.653,-0.443,2.643,-0.807,1.483,2.563,2.022,0.418,2.502,1.131,3.82,3.224,0.915,0.748,2.396,2.526
1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382,1.382
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.871,-0.043,0.693,1.142,0.972,-1.635,0.63,0.265,1.153,1.507,2.801,0.405,0.804,1.68,1.317,2.81,1.399,-0.036,2.848,0.505,1.639,1.255,2.032,2.576,0.777,3.032,2.318,0.441
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088,-0.604,1.361,-0.358,0.449,2.308,1.564,1.196,-0.674,-0.219,3.03,2.999,1.117,1.052,2.628,2.157,1.179,2.506,1.901,0.357,3.835,0.804,-0.744,0.731,-0.753,1.15,2.356,3.366
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086,-5.393,0.219,1.785,0.372,0.275,2.06,-1.226,-0.284,0.965,1.998,0.25,1.31,0.83,0.23,0.037,1.194,1.731,3.106,-4.243,2.412,1.83,-1.034,0.365,-1.288,1.467,0.645,0.229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.115,-0.159,0.398,-0.108,0.044,0.568,-0.202,0.247,-0.088,-0.274,-0.344,-0.045,0.004,0.154,0.075,-0.267,0.198,0.033,0.013,0.223,0.254,0.307,0.481,-0.323,0.04,0.63,0.845,0.302,0.811,0.769,0.334,0.117,0.462,0.394,0.72,0.704,0.404,0.85,0.696,0.851,0.234,0.686,0.557,0.395,0.979,0.455,0.45,0.376,0.64,0.734,0.671,0.154,0.417,0.212,1.066,0.937,1.312,0.82,0.884
0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251
-0.584,0.208,-0.413,-0.166,0.12,0.132,0.18,0.181,0.292,0.006,0.285,-0.071,-0.083,-0.382,0.348,-0.098,-0.415,0.394,0.124,0.787,0.537,0.151,0.612,0.001,0.991,0.637,-0.004,0.352,0.568,1.058,0.723,-0.052,1.065,0.782,1.505,0.042,0.253,1.124,0.978,-0.506,0.526,1.402,0.994,0.585,0.697,0.664,1.354,0.458,1.584,1.087,0.247,0.376,1.103,0.296,0.996,0.687,0.89,1.497,1.986
0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396
-0.715,-1.077,-0.434,0.25,-0.124,-0.955,-0.392,-0.506,-1.081,-1.287,0.158,1.243,0.337,-0.301,0.123,0.489,0.615,0.969,0.734,0.89,-0.429,0.769,0.436,-0.099,1.372,2.115,0.973,1.026,1.232,0.639,0.319,1.174,1.184,1.439,0.566,0.042,1.082,1.436,0.717,-0.333,-0.035,0.951,1.093,0.679,0.681,-0.102,0.36,-0.478,0.537,-0.122,1.109,-1.131,1.443,0.13,2.195,0.063,1.247,1.671,1.095
0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713
-1.327,0.203,-0.024,-0.05,0.788,0.896,-0.363,-0.491,0.304,-1.109,-0.592,-0.465,0.46,-0.023,0.832,-0.182,0.363,-0.713,0.464,-0.262,0.644,1.285,-0.589,-0.552,0.195,1.127,0.802,1.78,-0.143,0.496,-0.879,-0.018,0.256,0.769,-0.201,0.947,0.556,2.561,2.069,0.332,1.694,0.883,0.781,0.036,1.059,0.81,1.733,1.888,1.348,2.401,1.661,1.336,1.572,2.025,2.994,1.98,2.677,2.938,2.727
0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717,0.717
-0.993,0.189,0.858,-2.279,1.455,0.822,1.008,0.01,1.197,-1.088,-1.219,-0.068,0.334,-0.598,-1.872,1.366,0.772,-0.311,1.231,-0.306,0.304,1.214,-1.779,-1.129,0.107,1.699,0.909,1.405,0.192,0.75,0.376,-0.83,1.191,1.039,0.251,0.156,1.818,1.345,2.122,1.137,1.921,1.93,1.591,1.587,0.842,2.208,1.73,1.326,1.106,2.196,0.867,2.331,-0.137,2.57,3.685,0.795,2.711,2.239,3.98
1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024
