Dec-Jan-Feb 1962,Dec-Jan-Feb 1963,Dec-Jan-Feb 1964,Dec-Jan-Feb 1965,Dec-Jan-Feb 1966,Dec-Jan-Feb 1967,Dec-Jan-Feb 1968,Dec-Jan-Feb 1969,Dec-Jan-Feb 1970,Dec-Jan-Feb 1971,Dec-Jan-Feb 1972,Dec-Jan-Feb 1973,Dec-Jan-Feb 1974,Dec-Jan-Feb 1975,Dec-Jan-Feb 1976,Dec-Jan-Feb 1977,Dec-Jan-Feb 1978,Dec-Jan-Feb 1979,Dec-Jan-Feb 1980,Dec-Jan-Feb 1981,Dec-Jan-Feb 1982,Dec-Jan-Feb 1983,Dec-Jan-Feb 1984,Dec-Jan-Feb 1985,Dec-Jan-Feb 1986,Dec-Jan-Feb 1987,Dec-Jan-Feb 1988,Dec-Jan-Feb 1989,Dec-Jan-Feb 1990,Dec-Jan-Feb 1991,Dec-Jan-Feb 1992,Dec-Jan-Feb 1993,Dec-Jan-Feb 1994,Dec-Jan-Feb 1995,Dec-Jan-Feb 1996,Dec-Jan-Feb 1997,Dec-Jan-Feb 1998,Dec-Jan-Feb 1999,Dec-Jan-Feb 2000,Dec-Jan-Feb 2001,Dec-Jan-Feb 2002,Dec-Jan-Feb 2003,Dec-Jan-Feb 2004,Dec-Jan-Feb 2005,Dec-Jan-Feb 2006,Dec-Jan-Feb 2007,Dec-Jan-Feb 2008,Dec-Jan-Feb 2009,Dec-Jan-Feb 2010,Dec-Jan-Feb 2011,Dec-Jan-Feb 2012,Dec-Jan-Feb 2013,Dec-Jan-Feb 2014,Dec-Jan-Feb 2015,Dec-Jan-Feb 2016,Dec-Jan-Feb 2017,Dec-Jan-Feb 2018,Dec-Jan-Feb 2019
3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375
0.561,0.103,0.161,-0.706,2.389,-0.714,-0.067,0.777,1.124,-0.783,-1.555,-0.663,1.315,0.791,-0.82,-0.092,-0.236,0.931,0.231,-0.096,1.37,-0.021,0.052,-1.503,-0.358,-0.279,1.218,-0.062,-0.004,-0.367,-1.465,-0.182,0.156,0.997,1.722,0.516,1.555,0.184,-1.308,1.565,1.597,0.244,1.685,-0.711,-0.933,0.385,1.824,-0.184,0.422,0.823,0.285,1.32,2.039,-0.044,2.638,0.005,0.996,0.311
1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159,1.159
-0.279,-1.561,0.766,-1.602,1.49,0.324,0.095,-1.313,-0.277,0.649,-0.485,-0.742,-0.445,1.015,0.641,0.858,0.98,0.764,0.888,-0.436,0.905,-1.238,-0.664,1.937,-0.424,0.238,0.309,1.282,2.797,-1.201,0.329,0.67,-0.319,1.672,-0.798,2.719,2.8,-0.034,2.571,1.406,1.599,-0.124,0.813,-1.689,-0.583,1.677,2.672,0.858,0.014,0.974,-1.039,-0.395,0.578,-0.322,1.068,2.108,-0.507,1.73
1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311
0.121,0.179,0.314,-0.919,0.472,0.031,-0.43,-0.131,0.671,-0.059,-0.241,0.699,-0.431,-0.437,-0.949,0.216,0.197,-0.128,0.27,0.766,0.456,0.537,0.507,-0.512,0.073,0.231,0.444,0.071,0.685,0.481,0.111,0.163,0.744,0.613,0.728,0.113,1.628,0.775,-0.23,0.649,1.206,1.041,0.225,-0.055,0.481,0.93,0.068,0.916,1.241,0.671,0.204,0.763,0.996,1.113,1.156,0.496,1.466,0.622
0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424
-0.434,0.508,0.717,-0.417,0.205,0.03,-0.46,-0.371,0.437,-0.112,-0.224,0.271,-0.176,-0.419,-0.808,0.494,0.365,0.119,0.303,0.505,0.257,0.488,0.264,-0.067,-0.356,0.312,0.386,-0.044,0.004,0.55,0.475,-0.057,0.609,0.842,0.538,0.363,1.193,-0.584,0.038,0.271,0.547,1.242,0.51,-0.829,0.508,1.278,0.111,0.42,1.671,0.889,0.636,0.54,0.951,1.285,1.474,1.076,0.234,0.872
0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436
0.467,1.269,-3.12,-0.271,2.02,0.723,-1.291,1.776,0.621,0.217,-0.514,-1.728,-0.044,-0.358,-0.224,-1.727,0.969,1.031,-0.133,1.848,-0.281,-1.42,-0.371,1.658,-0.225,0.239,-0.751,-2.486,-0.773,1.061,-2.365,-0.95,1.778,0.895,0.393,0.719,-0.72,1.955,1.031,-0.151,1.015,0.61,2.836,-0.071,1.072,-1.341,-1.293,-0.862,1.975,1.454,0.709,2.011,0.476,1.495,1.13,1.837,1.182,2.838
1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188
1.346,3.081,-0.713,0.819,0.641,-1.091,-2.658,-0.637,1.387,0.179,-2.313,1.567,-0.78,-0.544,-1.261,-0.127,0.15,1.646,0.392,0.469,-1.876,-1.594,0.145,-0.372,-0.321,1.095,-0.22,-2.034,0.104,-0.018,-1.989,-0.63,-0.311,0.612,1.055,-0.671,0.792,2.505,-0.253,-0.174,0.761,1.698,1.294,-0.154,1.646,0.672,-1.108,1.627,2.936,0.936,0.113,1.938,0.888,2.405,1.325,-1.174,2.203,1.113
1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316,1.316
-0.145,-4.087,2.495,-0.425,-0.409,-1.132,-0.335,-0.058,-1.259,0.352,3.409,2.938,0.195,0.689,-0.535,-2.929,1.176,3.312,0.188,-2.953,-0.108,1.148,-2.113,-1.987,-1.302,0.784,1.54,3.254,0.106,1.001,2.68,0.921,1.283,0.835,0.813,-0.067,1.3,2.023,0.902,-0.387,2.771,-0.022,0.987,0.658,2.112,2.639,1.372,0.788,-0.132,-2.93,0.294,-0.293,1.841,1.716,0.558,1.669,-0.639,1.955
1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678,1.678
0.92,-1.513,-1.873,-0.196,1.244,-0.98,-3.188,-1.213,1.041,-0.155,0.282,1.575,-0.918,-0.064,3.024,-1.552,-0.887,2.027,-1.624,-0.669,0.859,-0.873,-2.278,0.848,-1.949,1.282,-0.47,2.672,3.254,-0.166,1.189,1.687,1.201,1.521,-0.663,1.102,3.067,1.381,-0.753,0.73,2.689,2.287,2.752,-0.507,0.907,3.979,-0.335,3.579,1.883,1.742,-1.098,0.083,1.55,1.309,1.211,1.085,-0.692,1.91
1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614,1.614
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.828,2.697,5.256,0.826,-3.143,-1.3,3.479,2.685,-0.359,3.886,1.392,0.565,-0.234,4.273,-3.088,7.037,1.746,1.746,-1.851,1.294,1.011,1.306,1.946,2.935,0.238,-1.18,2.662,1.015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.023,0.613,0.615,5.643,-2.942,1.898,4.083,2.427,3.276,2.415,6.522,-2.915,1.568,-0.968,-1.473,2.186,3.776,3.114,0.886,-1.148,-5.785,3.446,1.345,2.489,6.726,1.456,0.625,4.215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.129,-0.472,-0.624,-0.476,-0.327,1.011,-0.451,-0.192,0.806,0.004,-0.107,0.191,-0.711,-0.112,-0.154,0.964,-0.168,0.611,-0.111,0.227,0.056,-0.276,0.032,0.401,0.139,-0.003,0.766,0.354,-0.758,0.981,0.899,1.187,0.336,0.544,0.042,0.341,1.509,0.267,0.276,0.524,0.027,0.921,0.764,0.678,0.192,0.605,0.319,1.332,0.946,0.559,0.553,0.326,0.34,0.803,1.107,1.17,0.934,1.898
0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461
0.224,0.073,0.471,-0.131,0.268,0.906,-0.146,-0.247,0.601,-0.201,-0.712,0.086,-0.916,-0.117,-0.469,0.209,0.027,0.096,-0.566,0.052,-0.339,0.479,0.117,0.376,-0.116,-0.058,0.561,0.139,-0.673,0.736,0.204,0.062,0.451,0.849,0.207,-0.214,1.104,0.382,0.251,1.039,0.882,0.886,1.159,0.773,0.387,0.9,0.014,1.227,1.241,1.154,0.968,0.751,0.885,0.188,1.352,0.915,1.129,1.493
0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467
1.81,-6.143,-3.927,1.7,-0.927,-2.482,-1.314,-3.417,1.203,2.606,-0.249,0.016,0.162,3.272,1.073,1.323,0.546,0.013,-2.389,-0.802,-0.616,3.956,2.741,-3.8,2.345,-2.706,3.726,2.185,1.113,2.254,1.022,1.463,4.497,0.349,-0.683,0.381,3.317,2.357,-1.54,3.564,1.063,0.872,-0.729,2.754,-1.808,6.631,1.368,1.514,-0.305,1.081,1.134,1.764,3.608,2.896,0.546,-2.68,3.59,1.186
2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411,2.411
-1.159,-1.901,-2.025,-4.452,5.11,-0.914,2.209,-0.981,0.141,1.154,1.462,2.128,3.46,-0.3,-3.048,4.82,-0.124,0.406,-0.024,0.092,-2.145,-0.247,-0.597,-6.913,-2.744,-0.098,1.504,3.472,4.494,-2.113,0.468,-1.882,1.457,4.982,-2.526,1.505,3.365,0.67,2.204,2.368,5.825,-4.132,1.078,-2.273,-0.819,3.524,3.012,1.606,1.086,-0.809,-5.22,2.789,3.19,1.568,6.388,2.201,0.826,3.258
3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,3.579,0.372,3.712,1.124,0.608,0.506,0.531,-0.012,-0.831,2.732,1.782,2.457,3.534,-2.683,6.692,1.638,2.229,-1.021,1.575,1.464,0.225,-0.55,3.17,2.137,2.617,2.623,2.897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.719,4.337,0.101,7.221,2.383,2.644,0.845,3.076,4.136,0.184,4.685,1.726,2.065,0.476,0.829,0.09,4.272,-0.654,-1.362,0.167,1.124,1.504,1.658,5.269,5.81,4.258,2.953,3.723
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.386,-0.186,0.302,-0.566,-0.043,-0.008,-0.036,-0.042,0.069,0.046,-0.302,0.761,-0.302,,-0.286,,,0.684,,,-1.766,,,,-0.187,0.122,-0.766,-0.521,-0.716,-1.066,0.234,,,,,,,-0.716,-2.866,0.247,,1.213,0.684,,1.344,0.841,0.934,,,0.894,,1.453,,,,,,
0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,,0.424,,,0.424,,,0.424,,,,0.424,0.424,0.424,0.424,0.424,0.424,0.424,,,,,,,0.424,0.424,0.424,,0.424,0.424,,0.424,0.424,0.424,,,0.424,,0.424,,,,,,
-0.216,-0.494,0.005,-0.427,0.059,-0.028,-0.175,0.021,0.531,-0.205,-0.114,1.491,-0.089,,-0.47,,,0.39,,0.94,0.74,1.19,,,,0.151,-0.78,-0.91,0.09,-0.11,-0.16,,,0.176,,,1.74,-0.16,-1.41,0.92,,1.619,0.549,,1.92,1.103,-0.1,0.757,1.609,1.32,1.023,,,,,,,
0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,,0.481,,,0.481,,0.481,0.481,0.481,,,,0.481,0.481,0.481,0.481,0.481,0.481,,,0.481,,,0.481,0.481,0.481,0.481,,0.481,0.481,,0.481,0.481,0.481,0.481,0.481,0.481,0.481,,,,,,,
-0.115,-0.196,0.635,0.034,-0.437,0.011,0.498,-0.415,-0.714,-0.135,0.172,-0.458,0.126,1.085,0.586,-0.456,0.481,-0.699,0.806,0.725,-0.154,-1.01,0.778,-0.678,0.827,-0.336,1.103,0.044,0.702,0.494,0.494,0.624,1.145,0.255,1.522,0.653,0.751,1.554,1.452,1.678,0.657,1.213,0.643,1.894,1.199,1.88,2.255,1.43,1.427,2.253,1.08,2.065,1.462,2.347,2.188,0.979,1.678,1.686
0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501
0.362,0.133,0.227,-0.302,0.34,0.405,0.791,-0.627,-0.506,-0.376,0.065,-0.492,0.695,0.822,0.231,-0.614,-0.269,-0.635,0.787,0.186,-0.254,-0.058,0.663,0.169,0.844,-1.098,-0.066,0.125,0.421,0.015,-1.655,0.235,0.76,0.357,0.497,0.692,1.642,2.088,1.687,1.656,1.66,0.993,1.548,1.539,1.554,1.359,1.585,2.565,1.424,1.28,1.227,1.371,1.02,2.076,1.262,1.272,2.082,2.825
0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458
0.534,0.451,0.073,-0.816,0.57,0.143,-0.526,-0.069,0.688,0.011,-0.239,0.494,-0.06,-0.529,-0.957,0.401,-0.239,-0.335,0.349,1.133,0.526,0.416,0.147,-0.367,0.05,0.213,0.679,-0.155,0.599,0.546,,-0.018,0.624,0.453,0.682,0.389,1.29,0.507,-0.015,,1.293,,0.287,0.418,0.566,0.401,-0.061,0.559,0.774,0.888,0.319,0.836,1.01,1.279,1.068,0.615,1.311,0.475
0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,,0.443,,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443
-0.365,0.377,0.865,-0.616,0.327,0.133,-0.398,-0.389,0.222,-0.506,-0.335,-0.147,-0.335,-0.66,-1.014,0.557,0.243,0.168,0.634,0.668,0.319,-0.004,0.091,-0.203,-0.795,0.104,0.15,-0.426,-0.251,0.706,,0.051,0.393,0.804,0.61,0.459,1.493,-0.627,-0.207,,-0.139,,0.555,-0.192,0.413,0.894,0.138,0.528,1.642,0.471,0.381,0.519,0.651,1.403,1.33,0.963,0.247,0.825
0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,,0.446,,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446
-0.071,0.294,0.064,-0.491,0.756,-0.094,-0.576,-0.286,0.617,0.107,-0.174,0.249,-0.431,-0.737,-0.678,0.002,-0.08,-0.467,0.244,0.355,0.177,0.188,-0.133,-0.483,-0.235,0.039,0.447,0.094,0.511,0.556,0.245,0.006,0.538,0.457,0.515,0.402,0.953,0.289,0.433,0.282,1.079,-0.135,0.601,0.744,0.476,0.698,0.337,0.764,1.234,0.981,0.853,0.934,0.834,1.082,0.825,0.668,1.068,0.444
0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395
-0.338,0.185,0.521,-0.521,-0.113,-0.179,-0.078,0.058,0.271,-0.195,-0.384,-0.14,-0.25,-0.58,-0.75,0.292,0.311,0.47,0.477,0.979,0.25,0.133,0.053,-0.275,-0.705,0.312,0.481,-0.147,-0.152,0.492,0.198,-0.042,0.514,0.461,0.727,0.547,1.443,-0.45,0.127,0.082,0.384,0.957,0.553,0.772,0.736,0.663,0.216,0.388,1.274,0.771,0.606,1.071,0.828,1.064,1.476,0.828,0.31,0.908
0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355
-0.732,2.19,-1.09,0.246,1.271,0.289,0.095,2.163,-1.758,-1.289,-2.06,-1.72,-4.162,-2.594,0.363,-0.028,0.273,1.804,-0.398,1.019,-0.821,1.125,-1.395,-1.529,1.124,-1.457,-0.641,-1.875,-0.675,-4.598,-2.533,-3.631,-2.462,-0.079,-1.085,-0.273,-0.152,0.213,1.508,-1.037,-1.754,-0.987,-1.529,-1.864,2.617,0.305,-0.556,-1.383,0.393,2.012,0.955,-1.312,-0.851,-0.689,-0.111,0.059,1.044,0.375
2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003
-1.252,-0.351,1.267,-0.593,-0.155,-1.186,0.149,3.776,2.652,-0.783,-3.786,0.671,-1.353,-5.498,-0.789,-0.943,1.28,-1.677,-0.081,2.882,-2.186,0.61,2.252,-0.919,-0.9,-0.027,-0.016,-2.212,-4.03,-1.659,-1.987,-3.279,-5.099,-2.539,2.269,-1.847,1.408,3.145,0.435,-0.866,0.084,-2.434,0.637,0.653,0.393,-1.953,-0.424,0.809,1.489,-0.391,0.381,0.426,-1.894,-1.599,1.701,-0.002,1.341,-2.214
2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431,2.431
-0.168,0.116,-0.025,-0.56,0.767,-0.142,-0.43,-0.247,0.649,-0.087,-0.4,0.196,-0.815,-0.647,-0.236,-0.067,0.134,-0.155,0.395,0.26,0.187,0.154,-0.229,-0.617,-0.348,0.064,0.356,-0.155,0.409,0.427,0.067,-0.029,0.625,0.429,0.51,0.494,1.063,0.286,0.66,0.447,1.126,0.513,0.76,0.907,0.383,0.767,0.552,0.73,1.18,1.057,0.984,1.128,0.838,1.045,0.801,0.606,1.123,0.406
0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
-0.418,0.136,0.365,-0.596,-0.241,-0.238,0.015,0.213,0.394,-0.207,-0.502,0.067,-0.387,-0.622,-0.214,0.304,0.38,0.76,0.322,1.133,0.221,0.301,-0.102,-0.575,-0.497,0.428,0.552,-0.277,-0.183,0.594,0.102,-0.003,0.587,0.498,0.863,0.402,1.596,-0.177,0.477,0.164,0.667,1.04,0.363,1.141,0.917,0.457,0.106,0.234,1.412,1.02,0.575,1.399,1.065,1.055,1.191,0.784,0.369,0.858
0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367
-0.241,-0.156,0.328,-0.415,0.273,-0.262,-0.014,0.411,0.29,-0.388,-0.63,0.32,-0.265,-0.092,-0.718,0.409,0.01,0.237,0.181,0.341,0.139,0.607,0.04,-0.383,0.212,0.424,0.91,-0.415,0.117,0.34,0.436,0.405,0.9,0.477,0.58,0.08,,-0.12,1.003,1.198,1.237,1.827,-0.02,1.047,0.003,0.632,0.737,0.815,,-0.511,0.785,0.482,0.495,0.935,1.805,1.655,0.705,1.455
0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
-0.095,0.123,0.515,-0.691,0.091,-0.576,-0.321,0.32,0.567,-0.469,-0.404,0.895,-1.021,-0.301,-0.582,0.832,0.494,0.306,0.387,0.042,-0.297,1.333,0.423,0.269,0.368,0.894,0.982,-0.276,0.541,0.666,0.714,0.581,,0.654,0.677,0.977,,-0.023,0.984,0.824,1.939,1.029,-0.323,1.393,-0.054,0.919,1.269,1.944,0.622,-0.116,0.684,1.164,1.451,1.511,2.591,0.791,0.941,1.491
