Dec-Jan-Feb 1962,Dec-Jan-Feb 1963,Dec-Jan-Feb 1964,Dec-Jan-Feb 1965,Dec-Jan-Feb 1966,Dec-Jan-Feb 1967,Dec-Jan-Feb 1968,Dec-Jan-Feb 1969,Dec-Jan-Feb 1970,Dec-Jan-Feb 1971,Dec-Jan-Feb 1972,Dec-Jan-Feb 1973,Dec-Jan-Feb 1974,Dec-Jan-Feb 1975,Dec-Jan-Feb 1976,Dec-Jan-Feb 1977,Dec-Jan-Feb 1978,Dec-Jan-Feb 1979,Dec-Jan-Feb 1980,Dec-Jan-Feb 1981,Dec-Jan-Feb 1982,Dec-Jan-Feb 1983,Dec-Jan-Feb 1984,Dec-Jan-Feb 1985,Dec-Jan-Feb 1986,Dec-Jan-Feb 1987,Dec-Jan-Feb 1988,Dec-Jan-Feb 1989,Dec-Jan-Feb 1990,Dec-Jan-Feb 1991,Dec-Jan-Feb 1992,Dec-Jan-Feb 1993,Dec-Jan-Feb 1994,Dec-Jan-Feb 1995,Dec-Jan-Feb 1996,Dec-Jan-Feb 1997,Dec-Jan-Feb 1998,Dec-Jan-Feb 1999,Dec-Jan-Feb 2000,Dec-Jan-Feb 2001,Dec-Jan-Feb 2002,Dec-Jan-Feb 2003,Dec-Jan-Feb 2004,Dec-Jan-Feb 2005,Dec-Jan-Feb 2006,Dec-Jan-Feb 2007,Dec-Jan-Feb 2008,Dec-Jan-Feb 2009,Dec-Jan-Feb 2010,Dec-Jan-Feb 2011,Dec-Jan-Feb 2012,Dec-Jan-Feb 2013,Dec-Jan-Feb 2014,Dec-Jan-Feb 2015,Dec-Jan-Feb 2016,Dec-Jan-Feb 2017,Dec-Jan-Feb 2018,Dec-Jan-Feb 2019
0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
-0.88,-0.17,0.33,-0.67,-0.47,-0.63,-0.23,,,,,0.52,0.32,0.01,0.47,0.32,0.97,-0.53,0.52,-0.13,0.72,0.01,1.01,0.47,0.27,0.76,0.52,-0.13,0.52,0.97,-0.23,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,
0.527,0.527,0.527,0.527,0.527,0.527,0.527,,,,,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.24,-0.59,0.41,-0.34,-0.95,-0.06,-0.45,,,,0.19,0.94,-0.85,-0.56,1.0,1.4,0.4,0.55,0.6,0.2,0.6,1.75,1.55,0.75,0.69,1.2,1.6,-0.1,0.1,0.85,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.646,0.646,0.646,0.646,0.646,0.646,0.646,,,,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.945,0.095,0.495,-0.255,-0.505,-0.555,0.295,-0.415,1.145,1.095,-0.805,0.545,0.395,,,-1.165,-0.605,0.295,0.695,0.195,0.585,-0.605,-0.705,0.695,1.045,-0.305,-0.105,0.495,0.245,0.785,-0.005,0.085,1.445,0.545,0.795,-0.855,0.895,,,-0.555,0.345,-0.655,1.085,0.145,0.395,-0.755,0.195,-0.205,,1.045,-0.255,0.145,0.245,0.845,0.895,0.495,1.045,1.145
0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,,,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,,,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788
0.643,0.683,-0.057,-0.757,0.943,-0.157,-0.407,-0.657,0.183,0.893,-1.057,0.043,1.093,,-1.107,-0.357,-0.307,-1.007,0.243,1.443,0.293,-0.357,-0.457,-0.167,0.193,-0.357,0.133,0.043,1.243,0.393,0.593,-0.707,-0.117,0.043,1.793,-0.547,2.033,,,-0.257,0.143,-0.007,1.093,0.293,0.293,-0.407,0.043,,,0.743,0.643,-0.117,-0.557,0.643,1.943,1.393,1.143,1.543
0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,,,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,,,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.174,-0.335,2.885,-0.035,0.734,2.006,2.309,1.055,-2.925,3.148,-1.091,2.195,-0.592,0.951,-1.206,4.02,0.934,1.132,1.454,1.005,-1.085,2.055,3.613,1.589,1.355,-3.327,2.593,-0.589
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.815,-2.503,0.405,3.077,-1.317,0.987,2.201,-1.268,0.369,1.547,3.724,-4.016,0.543,-2.418,-0.951,2.577,1.594,-0.338,0.954,0.349,-3.475,1.891,3.633,0.557,5.599,2.56,1.29,1.776
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.723,-1.891,3.765,0.385,-3.382,-2.203,-2.435,0.028,-1.724,1.647,0.467,5.059,4.109,3.167,-1.789,-0.725,0.213,-4.006,-1.925,-0.438,-2.265,3.232,-1.212,-3.348,-3.628,-4.549,2.81,5.999,2.37,2.941,5.105,3.489,-0.676,2.465,1.955,2.104,2.483,0.325,3.476,3.338,2.087,-1.106,0.487,4.536,3.149,2.262,4.358,2.705,-2.007,1.234,1.771,1.008,0.343,2.26,-1.209,3.935,1.416,1.122
2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174
2.059,-2.54,0.503,1.261,-5.823,2.214,-0.148,-3.177,-4.518,1.301,1.497,1.958,3.485,3.342,2.465,-1.462,-2.01,-1.296,-1.565,0.351,2.645,0.862,3.328,-4.367,-1.633,-0.376,1.265,4.959,7.279,0.238,4.468,3.855,-1.56,3.361,-0.925,2.323,2.047,1.279,3.107,-0.962,3.428,3.428,2.198,2.665,2.068,-0.445,4.925,-0.164,-2.588,-0.718,1.391,1.795,6.393,4.633,3.303,3.19,-0.165,3.668
2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485,2.485
0.378,1.724,-4.13,-0.994,1.842,0.63,-0.61,-0.11,0.486,-0.011,0.256,-1.512,-0.509,0.437,0.099,-1.499,0.896,-0.266,0.054,0.826,-0.737,-0.323,-0.065,1.007,-0.767,0.087,-0.056,-0.767,0.22,0.89,-1.031,0.238,0.235,0.713,-0.359,-0.746,0.329,1.039,1.051,-0.28,1.101,0.617,1.03,0.179,0.168,-0.052,0.247,-0.717,0.921,0.829,1.071,0.751,-0.431,0.492,1.24,1.579,0.468,1.741
1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163,1.163
1.977,2.233,-0.532,0.614,0.35,0.586,-1.344,-0.652,1.634,-0.383,-1.772,0.808,-0.767,-0.019,0.768,0.458,0.208,0.335,0.262,0.285,-1.938,-0.909,-1.261,0.026,-0.975,0.346,0.277,-0.498,0.304,0.307,-1.007,1.109,-0.172,0.672,0.217,0.536,0.493,1.526,0.354,0.116,0.187,1.843,1.115,0.896,1.758,1.715,-0.759,1.892,1.3,0.937,0.586,0.883,-0.467,1.603,0.757,0.348,1.364,0.565
0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933
-0.006,-0.031,0.252,-0.117,-0.31,-0.075,0.018,-0.267,0.182,0.192,-0.338,-0.074,-0.226,-0.097,-0.106,-0.033,0.041,0.245,0.244,0.269,0.278,-0.318,0.051,0.073,0.329,0.005,0.371,0.25,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.111,-0.051,-0.165,-0.367,-0.123,0.009,-0.239,-0.105,0.367,-0.109,-0.347,0.057,0.096,0.163,-0.476,0.159,-0.096,0.158,0.014,0.05,0.223,-0.062,-0.01,0.172,0.067,-0.077,0.375,0.298,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.315,1.071,-2.719,2.026,1.822,-1.287,-0.812,0.012,0.559,-0.739,0.462,-1.761,-0.255,-0.773,0.79,-0.707,-0.475,0.59,0.19,0.877,0.302,0.099,-0.639,0.276,-0.856,0.883,1.371,-0.751,2.021,0.004,0.276,-0.312,0.759,0.183,-0.474,-0.104,0.442,0.232,0.772,-0.3,0.829,1.148,1.103,-0.459,0.036,0.585,-1.596,1.272,1.652,0.195,-0.46,0.644,0.062,0.745,2.041,0.494,1.765,1.166
1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011
1.111,2.539,-0.331,0.147,2.181,1.604,-2.256,-0.842,0.538,0.264,-4.508,0.929,-2.634,-1.326,-0.645,0.283,-0.474,-0.351,0.517,0.805,-1.907,-1.006,-2.588,1.167,-1.009,0.758,0.914,-1.303,0.034,-1.051,-0.579,1.991,-0.483,0.142,0.776,0.428,-0.138,1.195,-0.848,0.588,-0.046,1.073,1.706,-1.163,4.297,1.561,-1.129,2.242,1.192,0.684,-1.784,0.514,-1.033,1.739,1.297,1.054,2.249,-0.716
1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586,1.586
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109,0.076,0.624,0.541,0.678,0.386,0.363,0.76,1.169,,,,1.084,0.692,0.921,1.05,0.438,1.237,0.445,1.184,,1.221,0.65,1.149,1.367,1.126,1.354,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.376,-0.227,0.71,0.488,0.265,-0.048,0.55,1.177,0.686,,,0.442,1.0,0.599,1.148,0.996,0.435,0.943,0.432,0.871,,0.668,0.577,0.555,1.164,0.642,1.541,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.041,2.092,-2.047,-0.256,1.114,-0.89,-0.911,-0.55,1.158,2.356,-0.852,-0.758,-1.863,-0.671,-0.226,-1.011,-0.12,0.416,-0.984,-0.967,0.473,-2.883,0.06,2.078,0.573,0.747,-0.157,-2.682,-0.925,-0.262,-2.592,-1.735,1.648,0.023,0.172,0.88,-0.092,0.986,-0.894,0.598,-1.426,1.692,0.222,0.636,0.283,-0.415,-2.266,0.715,2.807,1.182,-0.694,0.546,1.151,-0.406,-0.438,-0.493,0.862,-0.147
1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
-0.639,1.993,-0.936,0.198,0.584,-1.918,-0.828,1.083,0.729,-0.265,-1.602,1.649,-0.34,-0.899,-1.976,2.102,0.986,1.672,-1.173,-0.648,-1.903,-2.36,0.453,-1.345,0.661,1.574,-0.792,-1.793,-1.368,-0.024,-3.462,-2.598,-0.172,-0.232,0.798,-2.399,0.118,0.359,-1.094,-0.279,1.302,-1.159,-0.045,-0.35,0.894,0.415,-0.875,0.641,2.609,0.967,-0.864,1.135,0.61,-0.034,1.763,-1.317,2.601,0.24
1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491,1.491
,,,-0.601,1.007,-0.086,-0.479,0.278,0.386,0.093,-0.353,0.526,-0.343,-0.117,-0.445,0.14,-0.147,-0.026,0.342,0.1,0.088,1.393,-0.17,-0.494,-0.162,0.382,0.492,0.325,0.393,0.344,0.162,0.077,-0.172,0.459,0.097,0.069,1.628,0.181,-0.27,-0.105,0.858,1.222,0.76,0.753,0.524,0.966,0.656,0.671,1.224,0.804,0.267,1.082,0.546,0.706,1.689,1.064,1.571,1.274
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.135,0.573,-0.22,-0.463,-0.056,0.552,0.259,-0.13,0.279,-0.767,-0.426,-0.583,0.491,0.094,0.511,0.288,0.317,0.664,0.958,0.289,-0.247,-0.407,0.704,0.529,-0.676,-0.314,0.305,0.437,-0.029,0.028,0.378,0.648,0.159,1.598,-0.256,-0.181,-0.304,0.435,1.244,0.564,0.564,0.421,1.023,0.425,0.626,1.777,0.82,-0.015,0.483,0.403,1.128,0.559,-0.244,0.93,1.57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.724,0.372,0.034,-0.503,-0.328,-0.374,0.006,-0.4,0.101,-0.043,-0.353,0.218,0.079,-0.268,-0.321,-0.148,0.261,0.415,0.201,0.166,0.274,0.453,0.65,-0.233,0.432,0.296,0.643,0.157,0.325,0.278,0.671,0.198,0.541,1.414,0.7,0.061,1.42,0.764,0.32,0.298,1.314,0.863,0.617,0.39,0.161,0.565,0.288,0.658,0.269,0.432,0.032,0.715,0.245,-0.303,0.943,1.054,0.642,0.423
0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296
0.359,0.413,0.213,-0.309,-0.126,-0.294,-0.456,-0.123,0.353,-0.051,-0.342,0.218,-0.12,-0.351,-0.347,0.116,-0.025,0.042,0.076,0.108,0.065,0.179,0.536,0.321,0.134,0.196,0.338,0.138,0.511,0.372,0.357,-0.061,0.177,0.816,0.468,0.407,1.506,0.311,0.557,0.341,0.738,0.956,-0.037,0.637,0.363,0.808,1.079,0.252,1.26,0.425,0.522,0.783,0.663,0.217,1.216,0.65,0.939,1.121
0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254
-0.256,0.304,0.79,-0.903,-0.218,-0.776,-0.397,-0.363,0.793,-0.289,0.046,1.404,0.22,-0.081,0.266,-0.315,0.528,0.75,-0.503,0.132,0.25,0.582,0.512,0.106,0.949,0.614,0.788,-0.619,0.281,0.804,-0.477,0.006,0.696,0.154,0.34,0.348,1.144,-0.253,1.338,0.106,0.293,0.263,1.203,0.436,0.356,-0.044,-0.255,-0.425,0.437,0.835,0.564,1.227,0.426,1.461,1.533,1.619,0.082,2.051
0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688
-0.163,-0.265,-0.104,0.185,-0.819,-0.307,-0.204,1.162,0.006,-0.379,-0.209,1.172,-0.371,0.597,-0.563,0.92,0.653,0.316,-0.029,0.066,-0.534,0.292,1.444,0.378,0.291,-0.692,-0.849,0.566,-0.739,0.363,-0.134,-0.481,-0.837,-0.71,-0.354,-0.091,0.077,0.425,0.245,0.511,-0.655,0.116,0.049,0.696,0.962,0.576,-0.96,0.233,1.74,0.031,1.247,0.957,0.981,0.862,1.863,1.15,0.016,0.94
0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
-0.183,-0.191,0.553,0.021,0.316,-0.388,-0.321,0.286,-0.003,-0.481,-0.489,0.82,-0.654,-0.433,-0.608,0.688,-0.011,0.53,0.402,0.015,-0.134,1.72,-0.177,0.297,-0.018,0.511,0.662,-0.341,0.147,0.648,1.161,0.074,0.398,1.158,-0.064,0.18,1.601,0.372,0.251,0.158,0.769,1.226,1.238,1.407,0.774,1.417,0.562,0.582,1.515,0.691,0.618,0.979,0.868,0.267,2.269,0.834,0.502,0.939
0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
-0.173,-0.433,0.363,-0.201,0.486,-0.349,-0.201,0.394,0.171,-0.931,-0.034,0.802,-0.649,-0.344,-0.38,-0.073,0.597,0.236,0.656,0.08,-0.152,1.717,-0.422,-0.068,-0.219,0.749,0.731,-0.106,0.342,0.494,0.949,0.617,0.171,0.974,-0.02,-0.119,1.974,0.437,0.075,0.588,0.64,1.227,1.053,0.867,0.911,0.97,0.608,0.558,1.517,0.501,-0.027,0.721,0.458,0.911,1.682,0.871,0.848,1.195
0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467
-0.316,-1.153,0.609,-0.718,0.324,-0.235,-0.384,0.092,0.422,-0.53,-0.231,0.414,-0.385,0.059,-0.106,0.76,0.176,0.513,0.306,-0.639,-0.188,0.643,0.303,-0.008,0.067,0.01,1.612,1.039,0.694,0.588,0.249,0.302,0.678,0.559,-0.074,0.087,1.252,0.922,0.948,0.962,0.697,0.586,0.704,0.32,1.021,0.851,0.807,0.504,0.628,0.365,1.191,0.707,-0.322,0.435,1.706,1.236,1.294,1.128
0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452
-0.634,-1.094,-0.031,-0.28,0.341,-0.335,-0.733,-0.144,0.195,-0.174,0.261,0.401,-0.051,0.077,-0.188,-0.121,0.052,0.92,0.203,0.062,0.059,0.42,0.232,1.396,0.06,-0.384,1.247,0.315,1.045,0.357,0.507,0.084,0.688,0.52,-0.041,0.26,1.494,0.578,0.746,1.086,0.352,0.574,0.743,0.901,0.867,1.003,0.161,0.923,1.235,0.47,1.081,1.157,0.254,0.432,1.235,0.789,1.274,0.713
0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387
-0.19,-0.19,0.31,0.56,-0.69,0.35,-0.54,-0.84,1.26,-0.54,-0.03,-0.56,0.21,-0.49,-0.32,-0.24,0.83,-0.48,0.48,0.0,0.97,-1.74,-0.17,-0.1,0.58,0.31,0.77,0.92,0.04,0.05,-1.21,,0.21,-0.29,-0.4,0.47,-0.57,,-0.34,0.64,0.33,0.61,-1.29,,0.69,0.26,0.63,-1.48,,0.02,,,,,,,,
0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,,0.564,0.564,0.564,0.564,0.564,,0.564,0.564,0.564,0.564,0.564,,0.564,0.564,0.564,0.564,,0.564,,,,,,,,
-0.143,0.317,0.317,0.167,-1.833,0.607,-0.333,-0.893,-0.033,-0.633,0.097,-1.033,0.007,0.187,-0.433,0.587,-0.043,-0.463,0.607,0.157,0.407,-1.173,0.437,,-0.153,,-1.133,0.227,0.327,-0.163,-1.433,-0.123,-0.323,0.007,0.207,0.447,-1.483,,0.767,-0.623,0.477,,-0.103,0.127,1.677,-0.943,-0.433,0.407,,0.687,,,,,,,,
0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,,0.704,,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,,0.704,0.704,0.704,,0.704,0.704,0.704,0.704,0.704,0.704,,0.704,,,,,,,,
2.793,-7.424,-0.863,2.071,-1.167,-0.836,-1.029,-1.749,-2.257,0.456,-2.692,1.71,3.207,6.15,0.831,1.708,2.095,-2.624,-2.252,0.094,-0.522,6.513,3.391,-4.805,1.687,-7.162,4.982,5.326,4.936,3.635,2.88,3.548,5.512,1.972,-1.829,-0.606,4.544,3.752,2.032,3.127,3.06,0.82,-0.9,4.092,-2.819,7.044,4.717,0.838,-3.263,2.73,2.665,0.715,2.104,4.73,0.772,-0.194,4.441,1.887
2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587,2.587
-0.108,-5.718,-1.908,-3.276,2.606,2.344,1.28,-1.935,-3.24,2.181,2.59,3.356,5.138,1.934,-0.611,2.831,-1.055,-2.154,1.285,1.286,0.098,-0.451,0.479,-5.693,-6.307,0.453,3.141,6.168,7.233,-1.408,3.506,1.146,-0.04,5.503,-2.819,4.107,5.617,1.152,4.603,2.212,6.062,-1.877,2.488,-0.549,-0.554,2.524,5.318,1.474,0.474,-0.772,-3.49,1.75,4.999,3.191,5.657,2.665,-0.681,5.406
